The number after B is the patent number
C5930778   20090224 C1
C5715664   20090224 C1
C5689329   20090224 C1
C5518625   20090303 C1
C7056954   20090303 C1
C7067556   20090303 C1
C6026677   20090303 C1
C6008231   20090303 C1
C5500091   20090303 C1
C5626631   20090303 C1
C5582989   20090303 C1
C5636643   20090303 C1
C5632676   20090303 C1
CRE37545   20090303 F1
C6505988   20090303 C1
C6526941   20090303 C1
C6105871   20090303 C1
C6103336   20090303 C1
C6250340   20090303 C1
C5587166   20090310 C1
C5527628   20090310 C1
C5196965   20090310 C1
C4383272   20090310 C1
C7063615   20090317 C1
C6621947   20090317 C1
C6663347   20090317 C1
C6799295   20090317 C1
C6793934   20090317 C1
C6778717   20090317 C1
C6376517   20090317 C1
C6366028   20090317 C1
C5690765   20090317 C1
C5853544   20090317 C1
C5839514   20090317 C1
C5718805   20090317 C1
C4949257   20090317 C1
C7171935   20090317 C1
C7240196   20090317 C1
C5717868   20090324 C1
C5640458   20090324 C1
C5405368   20090324 C1
C5980667   20090324 C1
C5898220   20090324 C1
C5940464   20090324 C1
C5883480   20090324 C1
C5886423   20090324 C1
C6306943   20090324 C1
C6151606   20090324 C1
C6174325   20090324 C1
C6112772   20090324 C1
C6445800   20090324 C1
C6673604   20090324 C1
C7039679   20090324 C1
C6924413   20090324 C1
C6851651   20090324 C2
CRE36355   20090331 F1
C7016473   20090331 C1
C4867204   20090331 C1
C5964749   20090331 C1
C5899896   20090331 C1
C5765037   20090331 C1
C5779566   20090331 C1
C6305849   20090331 C1
C6243725   20090331 C1
C6076044   20090331 C1
C6567266   20090331 C1
C6379190   20090331 C1
C6766304   20090331 C1
C6772132   20090331 C1
C6818322   20090331 C1
C6719840   20090331 C1
C7317460   20090331 C1
C5198240   20090407 C1
C6458092   20090407 C1
C7128333   20090407 C1
C7276146   20090407 C1
C7272904   20090407 C1
C6861986   20090407 C1
C6345278   20090407 C1
C6344031   20090407 C1
C6399670   20090407 C1
C7133605   20090407 C1
C6213224   20090407 C1
C6265055   20090407 C2
C5980513   20090407 C1
C5972168   20090407 C1
C5612524   20090407 C1
C5561953   20090407 C2
C5679449   20090407 C2
C5707403   20090407 C1
C4930160   20090407 C1
C6538908   20090414 C1
C6121314   20090414 C1
C5162666   20090414 C1
C6629079   20090414 C1
C7267675   20090414 C1
C6414133   20090414 C1
C4852362   20090414 C1
C6551415   20090414 C1
C6685469   20090414 C1
C6305410   20090414 C1
C6864172   20090414 C1
C6948488   20090414 C1
C6722597   20090421 C1
C6804926   20090421 C1
C6340074   20090421 C1
C6424699   20090421 C1
C6477124   20090421 C1
C6922652   20090421 C1
C5832461   20090421 C1
C5778187   20090421 C2
C6588390   20090421 C1
C5445934   20090421 C1
C5389206   20090421 C1
C6031923   20090421 C1
C7011281   20090421 C1
C5987434   20090421 C2
C6085192   20090428 C2
C6769440   20090428 C1
C5737624   20090428 C1
C7122295   20090428 C1
C6085234   20090428 C1
C5799320   20090428 C1
C6610563   20090428 C1
C5974526   20090428 C1
C7033662   20090428 C1
C7116692   20090428 C1
C6676290   20090428 C1
C6285746   20090505 C1
C7114833   20090505 C1
C5851832   20090505 C1
C6212079   20090505 C1
C6946714   20090505 C1
C5225925   20090505 C1
C5355439   20090505 C1
C6233592   20090505 C1
C6350066   20090505 C1
C5266855   20090505 C1
C6425407   20090505 C1
C6064959   20090505 C1
C7087796   20090505 C1
C6101687   20090505 C1
C5601741   20090505 C1
C4739762   20090505 C3
C5820664   20090512 C1
C5985356   20090512 C1
C5955340   20090512 C1
C5495435   20090512 C1
C5681946   20090512 C1
C5700676   20090512 C1
C4859016   20090512 C2
C5142018   20090512 C1
C6052673   20090512 C1
C6990660   20090512 C1
C7069988   20090512 C1
C6514640   20090512 C1
C6688501   20090512 C1
C6671223   20090512 C1
C6804991   20090512 C1
C6104486   20090512 C1
C6216114   20090512 C1
C6366481   20090519 C1
CRE39369   20090519 F1
C6307955   20090519 C1
C6149522   20090519 C1
C5586345   20090519 C1
C7169015   20090519 C1
C7007439   20090519 C1
C5643086   20090519 C1
C4796952   20090519 C1
C6331415   20090519 C1
C5210660   20090519 C1
C7047202   20090519 C1
C5133352   20090519 C2
C6659866   20090519 C1
C6872422   20090519 C1
C6406499   20090519 C1
C5938197   20090526 C1
C6928852   20090526 C1
C5467002   20090526 C1
C4916635   20090526 C1
C6927400   20090526 C1
C7080089   20090526 C1
C6655455   20090526 C1
C6750130   20090526 C1
C6697787   20090526 C1
C5737181   20090526 C1
C6408283   20090526 C1
C6467541   20090526 C1
C6520717   20090526 C1
C6480962   20090526 C1
C5642393   20090602 C1
C5393529   20090602 C1
C5275646   20090602 C1
C6023708   20090602 C1
C7096937   20090602 C1
C6688280   20090602 C1
C7080879   20090602 C1
C7258437   20090602 C1
C6236014   20090602 C1
C5156811   20090609 C1
C4934831   20090609 C1
C5601557   20090609 C1
C5489317   20090609 C1
C5523231   20090609 C1
C5543047   20090609 C1
C5440143   20090609 C1
C5313511   20090609 C2
C5388303   20090609 C1
C5875435   20090609 C1
C5838857   20090609 C1
C6199048   20090609 C1
C6202052   20090609 C1
C6223137   20090609 C1
C6047165   20090609 C1
C6575260   20090609 C1
C6884345   20090609 C1
C7169175   20090609 C1
C7179540   20090609 C1
C7008053   20090609 C1
C6187164   20090616 C1
CRE39368   20090616 F1
C5795716   20090616 C1
C4704725   20090616 C1
C6372252   20090616 C1
C6006164   20090616 C1
C6675631   20090616 C1
C6602083   20090616 C1
C6605751   20090616 C1
C6607057   20090616 C1
C6936986   20090616 C1
C6345323   20090623 C1
C5801343   20090623 C1
C6112264   20090623 C1
C5968131   20090623 C1
C6317631   20090623 C1
C5662032   20090623 C2
C4694490   20090623 C1
C7029659   20090623 C1
C6918750   20090623 C1
C6550902   20090623 C1
C6236887   20090623 C1
CD544433   20090623 C1
C7016943   20090623 C1
CRE39400   20090630 F1
C6946149   20090630 C1
C6632785   20090630 C1
C6656011   20090630 C1
C6708221   20090630 C1
C6783054   20090630 C1
C6999945   20090630 C1
C6360253   20090630 C1
C6503773   20090630 C1
C6295075   20090630 C1
C6284343   20090630 C1
C5861666   20090630 C1
C4829257   20090630 C1
C6374311   20090630 C1
C6113258   20090707 C1
CRE34783   20090707 F1
C5452473   20090707 C1
C4924078   20090707 C1
C6130399   20090707 C1
C6047319   20090707 C1
C6993169   20090707 C1
C6468424   20090707 C1
C7154043   20090707 C1
C7119226   20090707 C1
C7217510   20090707 C1
C5376159   20090707 C1
C6006318   20090707 C1
C7115436   20090707 C1
CRE37636   20090707 F1
C6196343   20090707 C1
C6147995   20090714 C1
C6146025   20090714 C1
C6033386   20090714 C1
C5292125   20090714 C1
C5284481   20090714 C1
C5390173   20090714 C1
C5648931   20090714 C1
C4707592   20090714 C2
C6507956   20090714 C1
C7117902   20090714 C1
C7240699   20090714 C1
C6925990   20090714 C1
C6606803   20090714 C1
C6685585   20090714 C1
C6725438   20090714 C1
C6754487   20090714 C1
C6363279   20090714 C1
C6496543   20090714 C1
C5355915   20090721 C1
C6222525   20090721 C1
C6304393   20090721 C1
C5784584   20090721 C1
C6271957   20090721 C1
C6453446   20090721 C1
C5811681   20090721 C1
C6324526   20090721 C1
C6967479   20090721 C1
C6196459   20090721 C1
C6707300   20090721 C1
C4915435   20090721 C1
CD464159   20090721 C1
C5611415   20090721 C1
C6610597   20090721 C1
C6629940   20090721 C1
C7074655   20090721 C1
C6118124   20090728 C1
C5103188   20090728 C1
C6689566   20090728 C1
C5796046   20090728 C1
C6351398   20090728 C1
C7018213   20090728 C1
C7010109   20090728 C1
C6971476   20090728 C1
C6739874   20090728 C1
C7240569   20090804 C1
C6870964   20090804 C1
C6870920   20090804 C1
C6864766   20090804 C1
C6983917   20090804 C1
C6926151   20090804 C1
C7080598   20090804 C1
C6775372   20090804 C1
C6773864   20090804 C1
C6502477   20090804 C1
C6566807   20090804 C1
C6260472   20090804 C1
C5822603   20090804 C1
C5396371   20090804 C1
C5640859   20090804 C2
C5109414   20090804 C1
C7124289   20090804 C1
C7100061   20090804 C1
CD536881   20090804 C1
C6298715   20090811 C1
C7235059   20090811 C1
C6857232   20090811 C1
C6566992   20090811 C1
C6294346   20090811 C1
C6275231   20090811 C1
C6595944   20090811 C1
C5425085   20090811 C2
C6803847   20090811 C1
C5524127   20090811 C1
C5615190   20090811 C1
C6974845   20090811 C1
C6964727   20090811 C1
C5007111   20090811 C1
C7186251   20090811 C1
C7178702   20090811 C1
C7150845   20090811 C1
C7130576   20090811 C1
C6880004   20090811 C1
C6505095   20090811 C1
C7310104   20090811 C1
C6939348   20090811 C1
C6865268   20090811 C1
C7229253   20090818 C1
C7316614   20090818 C1
C7101709   20090818 C1
C7139559   20090818 C1
C5234251   20090818 C2
C6092194   20090818 C1
C5920836   20090818 C1
C5812669   20090818 C1
C6197060   20090818 C1
C6181497   20090818 C1
C6054270   20090818 C1
C6055519   20090818 C1
C6524003   20090818 C1
C6505328   20090818 C1
C6749160   20090818 C1
C7060241   20090818 C1
CRE36203   20090818 F1
CRE39401   20090818 F1
C7113776   20090825 C1
CRE34557   20090825 F1
C4969880   20090825 C1
C5655084   20090825 C1
C5170539   20090825 C1
C6017598   20090825 C1
C5934798   20090825 C1
C5943199   20090825 C1
C6246219   20090825 C1
C6531537   20090825 C1
C6570284   20090825 C1
C6412628   20090825 C1
C6880416   20090825 C1
C6886462   20090825 C1
C6719753   20090825 C1
C6673436   20090825 C1
C6915538   20090825 C1
C4963736   20090825 C2
C7195251   20090901 C1
C7135237   20090901 C1
C4958226   20090901 C1
C4625491   20090901 C1
C5712776   20090901 C1
C5599625   20090901 C1
C6092044   20090901 C1
C5910088   20090901 C1
C5817779   20090901 C1
C6217511   20090901 C1
C6075792   20090901 C1
C6501966   20090901 C1
C6468806   20090901 C1
C6884942   20090901 C1
C6703144   20090901 C1
C7044957   20090901 C2
C6846715   20090901 C1
C7205015   20090901 C1
C5517456   20090908 C1
C5761662   20090908 C1
C5772876   20090908 C1
C6105988   20090908 C1
C6415291   20090908 C1
C6330476   20090908 C1
C6763345   20090908 C1
C6636021   20090908 C1
C6851336   20090908 C1
C6591303   20090915 C1
C7177874   20090915 C1
C5261858   20090915 C2
C6347997   20090915 C1
C7072947   20090915 C1
C6309673   20090915 C1
C6908693   20090915 C1
C5805804   20090915 C1
C5761648   20090915 C1
C7076878   20090915 C1
C6268600   20090915 C1
C6080442   20090915 C1
C6081786   20090915 C1
C6484035   20090915 C1
C6911100   20090915 C1
C6410252   20090915 C1
C5854893   20090915 C1
C6785091   20090922 C1
C6892192   20090922 C1
C6385622   20090922 C1
C6416482   20090922 C1
C6399365   20090922 C1
C5850627   20090922 C1
C6093748   20090922 C1
C7252141   20090922 C1
C7108689   20090922 C1
C7231038   20090922 C1
CD545266   20090922 C1
C6873823   20090922 C1
C6865604   20090922 C1
C6864115   20090922 C1
C6966665   20090922 C1
C6983542   20090922 C1
C6861248   20090929 C1
C6955422   20090929 C1
C5513101   20090929 C1
C6002103   20090929 C1
C6284478   20090929 C1
C6329161   20090929 C1
C7013009   20090929 C1
C6195831   20091006 C1
C6292806   20091006 C1
C6447027   20091006 C1
C6610206   20091006 C1
C7044993   20091006 C1
C5778381   20091006 C1
C5762270   20091006 C1
C5418141   20091006 C1
C6077443   20091006 C1
C5794189   20091013 C1
C6239407   20091013 C1
C4924257   20091013 C1
C6375169   20091013 C1
C7468384   20091013 C1
C5448585   20091013 C1
C7232935   20091013 C1
C5593606   20091013 C1
C5887243   20091013 C1
C5696505   20091013 C1
C5146215   20091013 C1
C6294087   20091020 C1
C7113978   20091020 C1
C7336367   20091020 C1
C6650879   20091020 C1
C6415749   20091020 C1
C5825449   20091020 C1
C5905555   20091020 C1
C6109747   20091020 C1
C6675151   20091020 C1
C6427421   20091020 C1
C7036540   20091027 C1
C7164969   20091027 C1
C7160726   20091027 C1
C7139591   20091027 C1
C6518733   20091027 C1
C5818630   20091027 C1
C6081291   20091027 C1
C6133122   20091027 C1
C5712327   20091027 C1
C5640457   20091103 C2
C5645081   20091103 C1
C7029349   20091103 C1
C7025020   20091103 C1
C7243686   20091103 C1
C6384402   20091103 C1
C6514243   20091103 C1
C6736126   20091103 C1
C6821624   20091103 C1
C5636643   20091103 C2
C5884096   20091103 C1
C6082887   20091103 C2
C6064538   20091103 C1
C6148261   20091103 C1
C6900153   20091110 C1
C6871229   20091110 C1
C6816904   20091110 C1
C6848370   20091110 C1
C6721391   20091110 C1
CD522671   20091110 C1
C6652613   20091110 C1
C6512415   20091110 C1
CD547071   20091110 C1
C6339455   20091110 C1
C5909503   20091110 C1
C6014634   20091110 C1
C6085176   20091110 C1
C7154577   20091110 C1
C6082422   20091110 C1
C6365687   20091110 C1
C6101502   20091110 C1
C6186842   20091110 C1
C7109042   20091110 C1
C4965825   20091110 C1
C6794634   20091110 C1
C5642001   20091117 C1
C5643283   20091117 C1
C5595568   20091117 C1
C5478154   20091117 C3
C6256663   20091117 C1
C6107023   20091117 C1
C6084475   20091117 C1
C6030790   20091117 C1
C5925073   20091117 C1
C5879163   20091117 C1
C6755552   20091117 C1
C6644120   20091117 C1
C6649480   20091117 C1
C6616630   20091117 C1
C6621872   20091117 C1
C6451534   20091117 C1
C6309002   20091117 C1
C7022828   20091117 C1
C5601435   20091124 C1
C6838728   20091124 C1
C5374657   20091124 C1
C5253341   20091124 C2
C5043736   20091124 C2
C4901075   20091124 C1
C4714365   20091124 C1
C6203754   20091124 C1
C6149122   20091124 C1
C5976616   20091124 C1
C5939892   20091124 C1
C5845265   20091124 C1
C6757574   20091124 C1
C6813699   20091124 C1
C6703355   20091124 C1
C6430668   20091124 C1
C6473692   20091124 C1
C6387556   20091124 C1
CRE37807   20091124 F1
C7293341   20091124 C1
C7111129   20091124 C1
C7158861   20091124 C1
C7066433   20091124 C1
C5507485   20091124 C1
C7085729   20091201 C1
C6738120   20091201 C1
C6113963   20091201 C1
C4801989   20091201 C1
C7308712   20091201 C1
C7278758   20091201 C1
C6130892   20091201 C1
C5495635   20091201 C1
C6040626   20091201 C1
C5990405   20091201 C1
C6703688   20091201 C1
C6696017   20091201 C1
C7165273   20091201 C1
C7169418   20091201 C1
C7207065   20091201 C1
C6782789   20091201 C1
C5945107   20091201 C1
C5993303   20091201 C1
C7054818   20091201 C1
CRE38660   20091201 F1
C7319632   20091201 C1
C6259789   20091208 C1
C6250998   20091208 C1
C4859016   20091208 C3
C5365690   20091208 C2
C6922181   20091208 C1
C6910609   20091208 C1
C7265663   20091208 C1
CRE36769   20091208 F1
CD527956   20091208 C2
C6275213   20091208 C1
C6292428   20091208 C1
C6389010   20091208 C1
C6381354   20091208 C1
C6483580   20091208 C1
C6583123   20091208 C1
C5735844   20091208 C1
C5794061   20091208 C1
C5976645   20091208 C1
C5966456   20091208 C1
C5995342   20091215 C1
C6303978   20091215 C1
C5809336   20091215 C1
C5789890   20091215 C1
C5790785   20091215 C1
C6387485   20091215 C1
C6464025   20091215 C1
C6992072   20091215 C1
C6823327   20091215 C1
C7112764   20091215 C1
C7089224   20091215 C1
C6343991   20091215 C1
C6324020   20091215 C1
C7020869   20091215 C1
C6850464   20091215 C1
C6574267   20091215 C1
C6589259   20091215 C1
C5587981   20091215 C1
C6044503   20091215 C1
C5545531   20091215 C1
C6128860   20091215 C2
C7008450   20091215 C1
C6297720   20091222 C1
C7222614   20091222 C1
C7301920   20091222 C1
C7142157   20091222 C1
C7017013   20091222 C1
C6971871   20091222 C1
C6983883   20091222 C1
C6853714   20091222 C1
C6871356   20091222 C1
C5551197   20091222 C2
C6297721   20091222 C1
C5836653   20091222 C1
C5688688   20091222 C1
C5729872   20091222 C1
C5736910   20091222 C1
C5741966   20091222 C1
C6808288   20091222 C1
C6673064   20091222 C1
C6497542   20091222 C1
C6510716   20091222 C1
C6471127   20091222 C1
C6320489   20091222 C1
C7219149   20091229 C1
C6344785   20091229 C1
C7360970   20091229 C1
C7414220   20091229 C1
CD467270   20091229 C1
C7114004   20091229 C1
C7169418   20091229 C2
C7017874   20091229 C1
C7067818   20091229 C1
C6838796   20091229 C1
C6881571   20091229 C1
C5604531   20091229 C1
C5554121   20091229 C2
C5287270   20091229 C1
C5308196   20091229 C2
C6253504   20091229 C1
C5809321   20091229 C1
C6675589   20091229 C1
C6478274   20091229 C2
C6411517   20091229 C1
C6379070   20091229 C1
C7255851   20091229 C1
C6474925   20100105 C2
C6236293   20100105 C1
CRE40520   20100105 F1
C6855242   20100105 C1
C6084517   20100105 C1
C6478620   20100105 C1
C6440125   20100105 C1
C7039767   20100105 C1
C7338809   20100105 C1
C6842459   20100105 C1
C5731516   20100105 C1
C5735754   20100105 C1
C6702020   20100105 C1
C5750341   20100105 C1
C5656985   20100105 C1
C6034922   20100105 C2
C6685831   20100105 C1
C5091790   20100105 C1
C5251205   20100105 C1
C6298606   20100105 C2
C6337549   20100112 C1
C6104096   20100112 C1
C6181297   20100112 C1
C6174498   20100112 C1
C5908997   20100112 C1
C5958006   20100112 C1
C5777992   20100112 C1
C5385654   20100112 C1
C5323396   20100112 C1
C5264765   20100112 C1
CRE39406   20100112 F1
C7301290   20100112 C1
C7260447   20100112 C1
C7026164   20100112 C1
C7015666   20100112 C1
C7065388   20100112 C1
C6617110   20100112 C1
C6688044   20100112 C1
C6730333   20100112 C1
C6430602   20100112 C1
C6444283   20100112 C1
C6488694   20100119 C1
C6494659   20100119 C1
C5202826   20100119 C1
C6160213   20100119 C1
C7017622   20100119 C1
C6584839   20100119 C1
C5075684   20100126 C1
C6814208   20100126 C1
C6077588   20100126 C1
C6319344   20100126 C2
C6666821   20100126 C1
C6680320   20100126 C1
C5930479   20100126 C1
C5700637   20100126 C1
C6527789   20100126 C1
C5153376   20100126 C1
C5745838   20100126 C1
C5518918   20100202 C1
C7378123   20100202 C1
C7178771   20100202 C1
C6931138   20100202 C1
C6990833   20100202 C1
C6973622   20100202 C1
C6659074   20100202 C1
C6725356   20100202 C1
C6716459   20100202 C1
C6282992   20100202 C1
C6352204   20100202 C1
C6110503   20100202 C1
C5715664   20100202 C2
C5344691   20100202 C1
C5340742   20100202 C1
C5533325   20100202 C2
C6338393   20100209 C1
C7127464   20100209 C1
C5340594   20100209 C1
C7241752   20100209 C1
C6977167   20100209 C1
C5141654   20100209 C1
C7244719   20100209 C1
C6993661   20100209 C1
C6805838   20100209 C1
C6804129   20100209 C1
C6681652   20100209 C1
C6733328   20100209 C1
C7241750   20100209 C1
C7274155   20100209 C1
C6377855   20100209 C1
C6451567   20100209 C1
C6888319   20100209 C1
C6241753   20100209 C1
C6720005   20100216 C1
C5093862   20100216 C1
C6338422   20100216 C1
C7213777   20100216 C1
C7380424   20100216 C1
C6747497   20100216 C1
C5321740   20100216 C1
C5966874   20100216 C2
C6622355   20100216 C1
C7241751   20100216 C1
C6336833   20100223 C1
C6554861   20100223 C1
C5964749   20100223 C2
C6034769   20100223 C1
C5473701   20100223 C1
C6161095   20100223 C1
